"SN.","Title","Registration Number","Registration Date","Language","Periodicity","Publisher","Owner","Publication State","Publication District","Action"
"118","AKBAR TIMES","MPHIN/2012/45006","31-08-2012","Hindi","Weekly","SMT. IRAM HASAN","SMTI. IRAM HASAN","Madhya Pradesh","Betul","View        registration details for AKBAR TIMES (MPHIN/2012/45006)"
"119","AKBAR TIMES","MPHIN/2006/19096","10-04-2007","Hindi","Weekly","IRAM HASAN","IRAM HASAN","Madhya Pradesh","Bhopal","View        registration details for AKBAR TIMES (MPHIN/2006/19096)"
"120","AKBARPUR TIMES","UPHIN/2010/32269","10-05-2010","Hindi","Weekly","SANTOSH KUMAR TIWARI","SANTOSH KUMAR TIWARI","Uttar Pradesh","Ambedkar Nagar","View        registration details for AKBARPUR TIMES (UPHIN/2010/32269)"
"121","AKHAND BHARAT TIMES","UPHIN/2024/90377","23-12-2024","HINDI","Daily","DEVENDRA SINGH YADAV","DEVENDRA SINGH YADAV","Uttar Pradesh","Lucknow","View        registration details for AKHAND BHARAT TIMES (UPHIN/2024/90377)"
"122","AKHAND TIMES","MPHIN/2017/72288","15-06-2017","Hindi","Monthly","RAVISHANKAR JHOD","RAVI SHANKAR JHOD","Madhya Pradesh","Chhindwara","View        registration details for AKHAND TIMES (MPHIN/2017/72288)"
"123","AKHIL AANJANA TIMES","GUJGUJ/2016/73533","11-10-2017","Gujarati","Weekly","SAVJIBHAI OKHABHAI CHAUDHARY","SAVJIBHAI OKHABHAI CHAUDHARY","Gujarat","Banaskantha","View        registration details for AKHIL AANJANA TIMES (GUJGUJ/2016/73533)"
"124","AKHIL BHARTIYA SAMACHAR TIMES","MPHIN/2010/36018","07-03-2011","Hindi","Weekly","HARSH RAWAT","HARSH RAWAT","Madhya Pradesh","Bhopal","View        registration details for AKHIL BHARTIYA SAMACHAR TIMES (MPHIN/2010/36018)"
"125","AKHIL BHARTIYA TERAPANTH TIMES","72014","05-11-2012","HINDI","Weekly","PANKAJ DAGA","AKHIL BHARTIYA TERAPANTHI YUVAK PARISHAD","Delhi","","View        registration details for AKHIL BHARTIYA TERAPANTH TIMES (72014)"
"126","AKSHAR BHARAT TIMES","MAHMAR/2017/74916","22-02-2018","Marathi","Weekly","SHILPA SITARAM THETE","SHILPA SITARAM THETE","Maharashtra","Raigad","View        registration details for AKSHAR BHARAT TIMES (MAHMAR/2017/74916)"
"127","AKSHAR TIMES","UPHIN/2013/51326","06-08-2013","Hindi","Weekly","PRIYA SHARMA","PRIYA SHARMA","Uttar Pradesh","Meerut","View        registration details for AKSHAR TIMES (UPHIN/2013/51326)"
"128","AKSHARA TIMES","UTTHIN/2011/40640","03-02-2012","Hindi","Weekly","MAYUR SAINI","MAYUR SAINI","Uttarakhand","Haridwar","View        registration details for AKSHARA TIMES (UTTHIN/2011/40640)"
"129","Akshardhara Times","MPHIN/25/A3633","30-10-2025","Hindi","Monthly","Nandkishore saini","Nandkishore saini","Madhya Pradesh","Bhopal","View        registration details for Akshardhara Times (MPHIN/25/A3633)"
"130","AKSHAT TIMES","UPHIN/2020/80075","20-07-2021","Hindi","Daily","POONAM SINGH","POONAM SINGH","Uttar Pradesh","Unnao","View        registration details for AKSHAT TIMES (UPHIN/2020/80075)"
"131","AKSHRA TIMES","APTEL/2022/90211","21-11-2024","TELUGU","Daily","BABAN JAVEED BASHA","BABAN JAVEED BASHA","Andhra Pradesh","","View        registration details for AKSHRA TIMES (APTEL/2022/90211)"
"132","AL NAEEM TIMES","MPHIN/2016/68510","31-08-2016","Hindi","Monthly","NAZIM UDDIN","NAZIM UDDIN","Madhya Pradesh","Bhopal","View        registration details for AL NAEEM TIMES (MPHIN/2016/68510)"
"133","AL WATAN TIMES","BIHURD/2015/65654","13-01-2016","Urdu","Daily","MOHAMMAD IQBAL SABA","MOHAMMAD IQBAL SABA","Bihar","Patna","View        registration details for AL WATAN TIMES (BIHURD/2015/65654)"
"134","AL WATAN TIMES","JHAURD/2016/73116","31-08-2017","Urdu","Daily","MOHAMMAD IQBAL SABA","MOHAMMAD IQBAL SABA","Jharkhand","Ranchi","View        registration details for AL WATAN TIMES (JHAURD/2016/73116)"
"135","AL WATAN TIMES","BIHURD/2019/78601","05-03-2020","Urdu","Daily","MOHAMMAD IQBAL SABA","MOHAMMAD IQBAL SABA","Bihar","Nalanda","View        registration details for AL WATAN TIMES (BIHURD/2019/78601)"
"136","ALAMI TIMES","UPHIN/2011/42544","24-05-2012","Hindi","Weekly","JEESHAN AHMAD AZMI","JEESHAN AHMAD AZMI","Uttar Pradesh","Lucknow","View        registration details for ALAMI TIMES (UPHIN/2011/42544)"
"137","ALERT TIMES","DELENG/2000/00987","03-01-2000","English","Weekly","JATINDER BIR SINGH","JATINDER BIR SINGH","Delhi","New Delhi","View        registration details for ALERT TIMES (DELENG/2000/00987)"
"138","ALFA TIMES","UPHIN/2011/42057","08-05-2012","Hindi","Weekly","RIZWAN AHMAD","RIZWAN AHMAD","Uttar Pradesh","Sultanpur","View        registration details for ALFA TIMES (UPHIN/2011/42057)"
"139","ALFAAZ  TIMES","MAHMUL/2023/88574","20-08-2024","MULTILINGUAL","Weekly","RAJEKHAN SHAUKAT PATEL","RAJEKHAN SHAUKAT PATEL","Maharashtra","Pune","View        registration details for ALFAAZ  TIMES (MAHMUL/2023/88574)"
"140","ALHILAL TIMES","MAHURD/2012/48710","19-03-2013","Urdu","Daily","QAMAR UL EMAN KHAN ZAFARNAZ","QAMAR UL EMAN KHAN ZAFARNAZ","Maharashtra","Beed","View        registration details for ALHILAL TIMES (MAHURD/2012/48710)"
"141","ALIPURE TIMES","WBBEN/2011/50067","30-05-2013","Bengali","Fortnightly","DEBASISH BHATTACHARJEE","DEBASISH BHATTACHARJEE","West Bengal","Kolkata","View        registration details for ALIPURE TIMES (WBBEN/2011/50067)"
"142","ALIS TIMES","MPHIN/2012/47394","08-01-2013","Hindi","Daily","S.M.ALI","S.M. ALI","Madhya Pradesh","Bhopal","View        registration details for ALIS TIMES (MPHIN/2012/47394)"
"143","ALIS TIMES","MPHIN/2010/33923","06-10-2010","Hindi","Daily","S.M. ALI","S.M. ALI","Madhya Pradesh","Gwalior","View        registration details for ALIS TIMES (MPHIN/2010/33923)"
"144","ALL NEWS TIMES","MPHIN/25/A5067","11-12-2025","Hindi","Monthly","Masood javed","MASOOD JAVED","Madhya Pradesh","Khandwa","View        registration details for ALL NEWS TIMES (MPHIN/25/A5067)"
"145","ALL TIMES SOLUTION","DELHIN/2014/56467","08-08-2014","Hindi","Weekly","ASHOK KHATRI","ASHOK KHATRI","Delhi","New Delhi","View        registration details for ALL TIMES SOLUTION (DELHIN/2014/56467)"
"146","ALL ZONE TIMES","DELHIN/2016/68954","10-10-2016","Hindi","Monthly","RUCHI JAIN","RUCHI JAIN","Delhi","New Delhi","View        registration details for ALL ZONE TIMES (DELHIN/2016/68954)"
"147","ALLAHABAD TIMES","9846","08-07-1965","Hindi","Daily","GANESH PRASAD TIWARI","GANESH PRASAD TIWARI","Uttar Pradesh","Prayagraj","View        registration details for ALLAHABAD TIMES (9846)"
"148","ALLIED TIMES","MPHIN/2016/77426","27-05-2019","Hindi","Monthly","OVAIS JAFRI","OVAIS JAFRI","Madhya Pradesh","Bhopal","View        registration details for ALLIED TIMES (MPHIN/2016/77426)"
"149","ALMA TIMES","MPHIN/2006/17569","03-10-2006","Hindi","Monthly","SANTOSH SHUKLA","SANTOSH SHUKLA","Madhya Pradesh","Indore","View        registration details for ALMA TIMES (MPHIN/2006/17569)"
"150","ALMIR TIMES","MAHENG/2012/45882","18-10-2012","English","Daily","ABDUL GHAFOOR PASHA","ABDUL GHAFOOR PASHA","Maharashtra","Nagpur","View        registration details for ALMIR TIMES (MAHENG/2012/45882)"
"151","ALMODA TIMES","51696","06-02-1990","Hindi","Weekly","PRAKASH CHANDRA PANT","PRAKASH CHANDRA PANT","Uttarakhand","Almora","View        registration details for ALMODA TIMES (51696)"
"152","ALP AWAZ TIMES","DELHIN/2015/62988","02-07-2015","Hindi","Monthly","TABREZ AHMED","TABREZ AHMED","Delhi","New Delhi","View        registration details for ALP AWAZ TIMES (DELHIN/2015/62988)"
"153","ALPHA TIMES","MPHIN/2015/66650","07-04-2016","Hindi","Weekly","AL ASHRAF KHAN GAURI","AL ASHRAF KHAN GAURI","Madhya Pradesh","Bhopal","View        registration details for ALPHA TIMES (MPHIN/2015/66650)"
"154","ALWAR VICHAR TIMES","RAJHIN/2013/49652","10-05-2013","Hindi","Fortnightly","NEETA JAIN","NEETA JAIN","Rajasthan","Jaipur","View        registration details for ALWAR VICHAR TIMES (RAJHIN/2013/49652)"
"155","ALWAR VICHAR TIMES","RAJHIN/2009/45961","23-10-2012","Hindi","Fortnightly","NEETA JAIN","NEETA JAIN","Rajasthan","Alwar","View        registration details for ALWAR VICHAR TIMES (RAJHIN/2009/45961)"
"156","ALWARPET TIMES","TNENG/2018/75392","30-05-2018","English","Weekly","D. LOKESH","D.LOKESH","Tamil Nadu","Chennai","View        registration details for ALWARPET TIMES (TNENG/2018/75392)"
"157","AMAN BHAICHARA TIMES","DELHIN/2014/56337","28-07-2014","Hindi","Monthly","RANJEET KUMAR PANDEY","RANJEET KUMAR PANDEY","Delhi","New Delhi","View        registration details for AMAN BHAICHARA TIMES (DELHIN/2014/56337)"
"158","AMAN SHABD TIMES","UTTHIN/2015/63810","14-08-2015","Hindi","Fortnightly","GEETA CHAUHAN","GEETA CHAUHAN","Uttarakhand","Udham Singh Nagar","View        registration details for AMAN SHABD TIMES (UTTHIN/2015/63810)"
"159","AMAN TIMES","DELHIN/2003/11242","16-09-2003","Hindi","Weekly","MO.ASLAM BARNI","MO.ASLAM BARNI","Delhi","New Delhi","View        registration details for AMAN TIMES (DELHIN/2003/11242)"
"160","AMAN YUVRAJ TIMES","UTTHIN/2009/29850","27-11-2009","Hindi","Fortnightly","SWATI CHAWLA","SWATI CHAWLA","Uttarakhand","Udham Singh Nagar","View        registration details for AMAN YUVRAJ TIMES (UTTHIN/2009/29850)"
"161","AMAR ASAR TIMES","UPHIN/2016/73423","25-09-2017","Hindi","Weekly","SHAHEEN BEGUM","SHAHEEN BEGUM","Uttar Pradesh","Uttar Pradesh","View        registration details for AMAR ASAR TIMES (UPHIN/2016/73423)"
"162","AMAR BHARAT SAMRAT TIMES","66153","01-01-1995","Hindi","Weekly","OM PRAKASH MALVIYA","OM PRAKASH MALVIYA","Madhya Pradesh","Bhopal","View        registration details for AMAR BHARAT SAMRAT TIMES (66153)"
"163","AMAR LOK TIMES","59678","02-09-1994","Hindi","Weekly","RAJESH KUMAR GUPTA","RAJESH KUMAR GUPTA","Uttar Pradesh","Lucknow","View        registration details for AMAR LOK TIMES (59678)"
"164","AMAR MAHEE TIMES","JKENG/2011/41339","26-03-2012","English","Weekly","AMAN CHIB","AMAN CHIB","Jammu and Kashmir","Jammu","View        registration details for AMAR MAHEE TIMES (JKENG/2011/41339)"
"165","AMAR PARDESI TIMES","DELHIN/2016/69414","28-11-2016","Hindi","Fortnightly","AMAR PARDESI","AMAR PARDESI","Delhi","New Delhi","View        registration details for AMAR PARDESI TIMES (DELHIN/2016/69414)"
"166","AMAR SAMVAD TIMES","UPHIN/2017/75684","28-06-2018","Hindi","Weekly","GIRISH KUMAR","GIRISH KUMAR","Uttar Pradesh","Kanpur Nagar","View        registration details for AMAR SAMVAD TIMES (UPHIN/2017/75684)"
"167","AMAR SARAL TIMES","UPHIN/2012/41729","19-04-2012","Hindi","Weekly","SHASHI BHUSHAN","SHASHI BHUSHAN","Uttar Pradesh","Prayagraj","View        registration details for AMAR SARAL TIMES (UPHIN/2012/41729)"
"168","AMAR SHAHEED TIMES","UPHIN/2010/33358","23-08-2010","Hindi","Weekly","SURESH KUMAR","SURESH KUMAR","Uttar Pradesh","Lucknow","View        registration details for AMAR SHAHEED TIMES (UPHIN/2010/33358)"
"169","AMAR TIMES","KARKAN/2022/83813","17-04-2023","Kannada","Daily","JAYASHRI KULKARNI","JAYASHRI KULKARNI","Karnataka","Bijapur","View        registration details for AMAR TIMES (KARKAN/2022/83813)"
"170","AMARAVATI TIMES","APENG/2017/75233","16-05-2018","English","Monthly","MULPURI BRAHMENDRA SATYAJIT VIKRAM","PRIME BIZ TECH SOLUTIONS PVT.LTD.","Andhra Pradesh","Krishna","View        registration details for AMARAVATI TIMES (APENG/2017/75233)"
"171","AMARAVATI TIMES","UPHIN/2024/90221","28-11-2024","HINDI","Daily","AMARDEEP CHAUDHARY","AMARDEEP CHAUDHARY","Uttar Pradesh","Prayagraj","View        registration details for AMARAVATI TIMES (UPHIN/2024/90221)"
"172","AMARDEEP TIMES","MAHHIN/2010/33573","07-09-2010","Hindi","Fortnightly","ARUN V. SINGH","ARUN V. SINGH","Maharashtra","Mumbai","View        registration details for AMARDEEP TIMES (MAHHIN/2010/33573)"
"173","AMAZE TIMES","TNBIL/2023/88659","22-08-2024","BILINGUAL","Bimonthly (Once in two months)","REVATHI","REVATHI","Tamil Nadu","Tirunelveli","View        registration details for AMAZE TIMES (TNBIL/2023/88659)"
"174","AMBA YTIMES","49074","20-09-1989","Hindi","Daily","NA","NA","Uttar Pradesh","","View        registration details for AMBA YTIMES (49074)"
"175","AMBAJOGAI TIMES","39816","22-02-1979","Marathi","Daily","UMESH ISHWARCHAND GUPTA","UMESH ISHWARCHAND GUPTA","Maharashtra","Beed","View        registration details for AMBAJOGAI TIMES (39816)"
"176","AMBARNATH TIMES","MAHMAR/2013/50708","03-07-2013","Marathi","Daily","KAMALAKAR NAGORAO SURYAVANSHI","KAMALAKAR NAGORAO SURYAVANSHI","Maharashtra","Thane","View        registration details for AMBARNATH TIMES (MAHMAR/2013/50708)"
"177","AMBATTUR TIMES","TNBIL/2015/60545","02-03-2015","English, Tamil","Monthly","M. KATHIRAVEN","VALUE PLUS","Tamil Nadu","Thiruvallur","View        registration details for AMBATTUR TIMES (TNBIL/2015/60545)"
"178","AMBEDKAR TIMES","15524","01-01-1967","Punjabi","Fortnightly","SAGLI RAM","SAGLI RAM","Punjab","Jalandhar","View        registration details for AMBEDKAR TIMES (15524)"
"179","AMBEDKAR TIMES","RJHIN/25/A4005","18-11-2025","Hindi","Daily","SEEMA","SEEMA","Rajasthan","Alwar","View        registration details for AMBEDKAR TIMES (RJHIN/25/A4005)"
"180","AMERICAN TIMES","UPURD/2009/29843","26-11-2009","Urdu","Daily","Shabana .","Shabana .","Uttar Pradesh","Lucknow","View        registration details for AMERICAN TIMES (UPURD/2009/29843)"
"181","AMIR KHUSRO TIMES","UPHIN/2021/84485","26-05-2023","Hindi","Weekly","NEHA MISHRA","SARWAR HUSSAIN","Uttar Pradesh","Ghaziabad","View        registration details for AMIR KHUSRO TIMES (UPHIN/2021/84485)"
"182","AMIR KHUSRO TIMES","UPHIN/2012/45230","14-09-2012","Hindi","Weekly","MASHAT","SARWAR HUSSAIN","Uttar Pradesh","Kanshiram Nagar","View        registration details for AMIR KHUSRO TIMES (UPHIN/2012/45230)"
"183","AMIR KHUSRO TIMES","UPHIN/2013/60087","06-02-2015","Hindi","Weekly","SARWAR HUSSAIN","SARWAR HUSSAIN","Uttar Pradesh","Gautam Buddha Nagar","View        registration details for AMIR KHUSRO TIMES (UPHIN/2013/60087)"
"184","AMIR KHUSRO TIMES","68036","12-12-2005","Hindi","Weekly","MASHAT","SARWAR HUSSAIN","Uttar Pradesh","Etah","View        registration details for AMIR KHUSRO TIMES (68036)"
"185","AMIR KHUSRO TIMES","UPHIN/2021/84396","19-05-2023","Hindi","Weekly","MASHAT","SARWAR HUSSAIN","Uttar Pradesh","Aligarh","View        registration details for AMIR KHUSRO TIMES (UPHIN/2021/84396)"
"186","AMIYA TIMES","DELHIN/2011/44530","06-08-2012","Hindi","Monthly","RANJANA UPADHYAY","RANJANA UPADHYAY","Delhi","New Delhi","View        registration details for AMIYA TIMES (DELHIN/2011/44530)"
"187","AMRIT KALASH TIMES","UPHIN/2007/22706","23-01-2008","Hindi","Daily","SIDDHNATH DWIVEDI","SIDDHNATH DWIVEDI","Uttar Pradesh","Prayagraj","View        registration details for AMRIT KALASH TIMES (UPHIN/2007/22706)"
"188","AMRIT TIMES","UTTPUN/2012/46629","27-11-2012","Punjabi","Weekly","AMRITA KAUR SONDHI","AMRITA KAUR SONDHI","Uttarakhand","Dehradun","View        registration details for AMRIT TIMES (UTTPUN/2012/46629)"
"189","AMRITSAR TIMES","30695","09-11-1977","English","","RAJ CHAWLA","RANI CHAWLA & SUBHASH CHAWLA","Punjab","Amritsar","View        registration details for AMRITSAR TIMES (30695)"
"190","ANAM TIMES","MPHIN/2016/67997","26-07-2016","Hindi","Monthly","SHOYEB KHAN","SHOYEB KHAN","Madhya Pradesh","Bhopal","View        registration details for ANAM TIMES (MPHIN/2016/67997)"
"191","ANAND TIMES","46150","25-09-1986","Hindi","Daily","VANDANA SINGH","VIRENDER SINGH ANAND","Uttar Pradesh","Uttar Pradesh","View        registration details for ANAND TIMES (46150)"
"192","ANAND TIMES","UPHIN/2011/36773","15-04-2011","Hindi","Daily","AKASH ANAND","VIRENDER SINGH ANAND","Uttar Pradesh","Amethi","View        registration details for ANAND TIMES (UPHIN/2011/36773)"
"193","ANANDVAN TIMES","MAHMAR/2014/56287","23-07-2014","Marathi","Weekly","SUNITA PRAKASH JAGDALE","SUNITA PRAKASH JAGDALE","Maharashtra","Aurangabad","View        registration details for ANANDVAN TIMES (MAHMAR/2014/56287)"
"194","ANANT TIMES NEWS","UPHIN/2014/61791","06-05-2015","Hindi","Monthly","SHIV KRIPAL MISHRA","SHIV KRIPAL MISHRA","Uttar Pradesh","Lucknow","View        registration details for ANANT TIMES NEWS (UPHIN/2014/61791)"
"195","ANANT TIMES NEWS","UPHIN/2009/29953","07-12-2009","Hindi","Weekly","SHIV KRIPAL MISHRA","SHIV KRIPAL MISHRA","Uttar Pradesh","Lucknow","View        registration details for ANANT TIMES NEWS (UPHIN/2009/29953)"
"196","ANANT VICHAR TIMES","54392","03-05-1991","Hindi","Weekly","NAHID SABIR","MRS. NAHID SABIR","Uttar Pradesh","Lucknow","View        registration details for ANANT VICHAR TIMES (54392)"
"197","ANANTA TIMES","APTEL/2021/81404","11-04-2022","Telugu","Daily","JODU RAMESH KUMAR","JODU RAMESH KUMAR","Andhra Pradesh","Anantapur","View        registration details for ANANTA TIMES (APTEL/2021/81404)"
"198","ANCHALIK TIMES","45217","14-07-1986","Hindi","Weekly","JAGDISH CHANDRA VIDYARTHI","JAGDISH CHANDRA VIDYARTHI","Madhya Pradesh","Indore","View        registration details for ANCHALIK TIMES (45217)"
"199","ANDHRA LAW TIMES","69919","17-11-1998","English","Fortnightly","L D GOGIA","K.S GOGIA","Telangana","Hyderabad","View        registration details for ANDHRA LAW TIMES (69919)"
"200","ANDHRA LAW TIMES (LEGISLATIVE SUPPLEMENT)","69920","17-11-1998","English","Monthly","L D GOGIA","L.D.GOGIA","Andhra Pradesh","Hyderabad","View        registration details for ANDHRA LAW TIMES (LEGISLATIVE SUPPLEMENT) (69920)"
"201","ANDHRA LAW TIMES (REVENUE)","69921","17-01-1998","English","Monthly","L.D. GOGIA","L.D.GOGIA","Telangana","Hyderabad","View        registration details for ANDHRA LAW TIMES (REVENUE) (69921)"
"202","ANGARA TIMES","71859","03-06-1999","Hindi","Weekly","RAJENDRA SINGH","RAJENDRA SINGH","Uttar Pradesh","Bijnor","View        registration details for ANGARA TIMES (71859)"
"203","ANGITA TIMES","68941","22-07-1998","Hindi","Monthly","NAND KISHORE PAWAR","NAND KISHORE PAWAR","Madhya Pradesh","Bhopal","View        registration details for ANGITA TIMES (68941)"
"204","ANIL TIMES","UPHIN/2015/62802","22-06-2015","Hindi","Weekly","ANOOP GHOSH","ANOOP GHOSH","Uttar Pradesh","Lucknow","View        registration details for ANIL TIMES (UPHIN/2015/62802)"
"205","ANIRUDH TIMES","UPENG/2022/83744","12-04-2023","English","Weekly","ROHIT SRIVASTAVA","ROHIT SRIVASTAVA","Uttar Pradesh","Lucknow","View        registration details for ANIRUDH TIMES (UPENG/2022/83744)"
"206","ANIWESH TIMES","BIHHIN/2016/68642","06-09-2016","Hindi","Daily","ANIWESH KUMAR","ANIWESH KUMAR","Bihar","Muzaffarpur","View        registration details for ANIWESH TIMES (BIHHIN/2016/68642)"
"207","ANJALI TIMES","MPHIN/2011/39631","16-11-2011","Hindi","Monthly","SHANTI SHARMA","SHANTI SHARMA","Madhya Pradesh","Bhopal","View        registration details for ANJALI TIMES (MPHIN/2011/39631)"
"208","ANJANI SHAKTI TIMES","54128","21-08-1991","Hindi","Weekly","RAJESH KUMAR MALVIYA","RAJESH KUMAR MALVIYA","Madhya Pradesh","Khandwa","View        registration details for ANJANI SHAKTI TIMES (54128)"
"209","ANJUM TIMES","MPHIN/2011/43259","22-06-2012","Hindi","Fortnightly","FARHA KHAN","FARHA KHAN","Madhya Pradesh","Bhopal","View        registration details for ANJUM TIMES (MPHIN/2011/43259)"
"210","ANKALIKAR TIMES","UPHIN/2014/59758","22-01-2015","Hindi","Weekly","VISHUN KUMAR","VISHUN KUMAR","Uttar Pradesh","Etawah","View        registration details for ANKALIKAR TIMES (UPHIN/2014/59758)"
"211","ANKIT TIMES","48639","26-07-1989","Hindi","Fortnightly","PRADEEP KUMAR KHATRI","PRADEEP KUMAR KHATRI","Rajasthan","Jaipur","View        registration details for ANKIT TIMES (48639)"
"212","ANMOL TIMES","KARENG/2011/38945","21-09-2011","English","Daily","M.A. WALISAHEB","M.A. WALISAHEB","Karnataka","Koppal","View        registration details for ANMOL TIMES (KARENG/2011/38945)"
"213","ANMOL TIMES","UPHIN/2008/24827","16-07-2008","Hindi","Daily","RAUNAK ALI ANSARI","RAUNAK ALI ANSARI","Uttar Pradesh","Rampur","View        registration details for ANMOL TIMES (UPHIN/2008/24827)"
"214","ANMOL TIMES","KARKAN/2010/35293","11-01-2011","Kannada","Daily","M. A. WALISAHEB","M.A. WALISAHEB","Karnataka","Koppal","View        registration details for ANMOL TIMES (KARKAN/2010/35293)"
"215","ANMOL TIMES","UPHIN/2000/00982","16-11-1999","Hindi","Fortnightly","RAUNAQ ALI ANSARI","RAUNAQ ALI ANSARI","Uttar Pradesh","Rampur","View        registration details for ANMOL TIMES (UPHIN/2000/00982)"
"216","ANNAPOORNA TIMES","MPHIN/2023/90091","12-11-2024","HINDI","Quarterly","ANKIT RATHORE","ANKIT RATHORE","Madhya Pradesh","Bhopal","View        registration details for ANNAPOORNA TIMES (MPHIN/2023/90091)"
